"日期","收市","開市","高","低","成交量","升跌（%）"
"2020-11-6","28,204.00","28,319.00","28,457.00","27,966.00","207.26K","-0.33%"
"2020-11-5","28,297.00","27,832.00","28,390.00","27,648.00","193.71K","2.03%"
"2020-11-4","27,735.00","27,401.00","28,194.00","26,903.00","309.16K","1.31%"
"2020-11-3","27,376.00","26,852.00","27,534.00","26,807.00","179.27K","2.16%"
"2020-11-2","26,796.00","26,372.00","26,938.00","26,172.00","218.40K","1.52%"
"2020-10-30","26,394.00","26,303.00","26,533.00","25,953.00","299.85K","-0.61%"
"2020-10-29","26,557.00","26,482.00","26,803.00","26,162.00","288.64K","0.56%"
"2020-10-28","26,409.00","27,241.00","27,267.00","26,390.00","335.79K","-3.49%"
"2020-10-27","27,365.00","27,581.00","27,713.00","27,232.00","177.04K","-0.78%"
"2020-10-26","27,581.00","28,150.00","28,150.00","27,259.00","231.10K","-2.16%"
"2020-10-23","28,189.00","28,313.00","28,392.00","28,045.00","132.13K","-0.28%"
"2020-10-22","28,268.00","28,130.00","28,313.00","27,896.00","152.05K","0.48%"
"2020-10-21","28,134.00","28,187.00","28,378.00","28,077.00","170.68K","-0.17%"
"2020-10-20","28,182.00","28,182.00","28,466.00","28,048.00","170.40K","0.29%"
"2020-10-19","28,100.00","28,496.00","28,669.00","28,025.00","156.94K","-1.08%"
"2020-10-16","28,408.00","28,417.00","28,732.00","28,332.00","174.91K","0.08%"
"2020-10-15","28,386.00","28,405.00","28,454.00","28,025.00","222.12K","-0.10%"
"2020-10-14","28,414.00","28,577.00","28,726.00","28,343.00","198.47K","-0.60%"
"2020-10-13","28,585.00","28,807.00","28,824.00","28,485.00","217.67K","-0.74%"
"2020-10-12","28,798.00","28,518.00","28,846.00","28,433.00","173.93K","0.98%"
"2020-10-9","28,518.00","28,378.00","28,570.00","28,324.00","169.79K","0.73%"
"2020-10-8","28,310.00","28,179.00","28,452.00","28,151.00","179.04K","0.46%"
"2020-10-7","28,179.00","27,568.00","28,250.00","27,539.00","193.67K","1.73%"
"2020-10-6","27,700.00","28,010.00","28,232.00","27,531.00","287.02K","-1.05%"
"2020-10-5","27,995.00","27,740.00","28,042.00","27,646.00","169.81K","1.56%"
"2020-10-2","27,565.00","27,680.00","27,741.00","27,109.00","281.07K","-0.45%"
"2020-10-1","27,689.00","27,606.00","27,962.00","27,543.00","267.51K","0.09%"
"2020-9-30","27,664.00","27,354.00","27,904.00","27,039.00","297.64K","0.93%"
"2020-9-29","27,408.00","27,498.00","27,619.00","27,213.00","175.15K","-0.27%"
"2020-9-28","27,482.00","27,060.00","27,600.00","27,060.00","181.94K","1.62%"
"2020-9-25","27,043.00","26,772.00","27,123.00","26,424.00","213.70K","1.23%"
"2020-9-24","26,715.00","26,690.00","26,971.00","26,407.00","254.51K","0.11%"
"2020-9-23","26,685.00","27,219.00","27,392.00","26,586.00","235.98K","-1.69%"
"2020-9-22","27,143.00","27,000.00","27,207.00","26,858.00","199.34K","0.33%"
"2020-9-21","27,055.00","27,568.00","27,663.00","26,584.00","264.29K","-2.71%"
"2020-9-18","27,807.30","27,900.00","27,995.00","27,762.00","0.90K","-0.47%"
"2020-9-17","27,938.00","28,069.00","28,112.00","27,550.00","36.70K","-0.41%"
"2020-9-16","28,054.00","28,037.00","28,367.00","27,965.00","31.93K","0.10%"
"2020-9-15","28,027.00","27,978.00","28,245.00","27,933.00","50.84K","0.12%"
"2020-9-14","27,993.00","27,706.00","28,086.00","27,699.00","75.18K","1.38%"
"2020-9-11","27,612.00","27,564.00","27,828.00","27,440.00","113.00K","0.24%"
"2020-9-10","27,545.00","27,944.00","28,159.00","27,432.00","228.78K","-1.53%"
"2020-9-9","27,972.00","27,376.00","28,196.00","27,185.00","220.39K","1.62%"
"2020-9-8","27,525.00","28,136.00","28,404.00","27,440.00","383.74K","-2.82%"
"2020-9-7","28,324.50","28,064.00","28,362.00","27,968.00","","0.92%"
"2020-9-6","28,067.00","28,063.50","28,142.00","27,887.00","","-0.02%"
"2020-9-4","28,074.00","28,301.00","28,592.00","27,643.00","389.76K","-0.98%"
"2020-9-3","28,351.00","29,076.00","29,180.00","28,052.00","328.25K","-2.54%"
"2020-9-2","29,090.00","28,637.00","29,152.00","28,611.00","213.54K","1.64%"
"2020-9-1","28,622.00","28,379.00","28,654.00","28,257.00","165.11K","0.72%"
"2020-8-31","28,416.00","28,679.00","28,783.00","28,333.00","187.25K","-0.68%"
"2020-8-28","28,611.00","28,515.00","28,718.00","28,442.00","147.83K","0.50%"
"2020-8-27","28,468.00","28,312.00","28,590.00","28,181.00","210.28K","0.55%"
"2020-8-26","28,312.00","28,215.00","28,339.00","28,095.00","144.03K","0.42%"
"2020-8-25","28,193.00","28,244.00","28,480.00","28,042.00","184.07K","-0.16%"
"2020-8-24","28,239.00","27,900.00","28,266.00","27,877.00","157.20K","1.36%"
"2020-8-21","27,859.00","27,676.00","27,904.00","27,473.00","175.76K","0.69%"
"2020-8-20","27,669.00","27,645.00","27,717.00","27,392.00","161.16K","0.13%"
"2020-8-19","27,632.00","27,744.00","27,855.00","27,560.00","159.84K","-0.31%"
"2020-8-18","27,717.00","27,779.00","27,904.00","27,596.00","142.73K","-0.21%"
"2020-8-17","27,775.00","27,840.00","27,928.00","27,736.00","111.62K","-0.06%"
"2020-8-14","27,792.00","27,828.00","27,911.00","27,592.00","150.51K","-0.11%"
"2020-8-13","27,823.00","27,858.00","27,933.00","27,708.00","141.14K","-0.15%"
"2020-8-12","27,866.00","27,700.00","27,963.00","27,612.00","162.04K","0.91%"
"2020-8-11","27,614.00","27,690.00","28,069.00","27,532.00","236.39K","-0.23%"
"2020-8-10","27,679.00","27,364.00","27,713.00","27,260.00","169.12K","1.27%"
"2020-8-7","27,333.00","27,292.00","27,371.00","27,105.00","188.77K","0.18%"
"2020-8-6","27,285.00","27,067.00","27,301.00","26,924.00","177.41K","0.85%"
"2020-8-5","27,055.00","26,749.00","27,114.00","26,666.00","155.15K","1.27%"
"2020-8-4","26,717.00","26,561.00","26,744.00","26,439.00","145.52K","0.60%"
"2020-8-3","26,558.00","26,400.00","26,603.00","26,197.00","140.69K","0.91%"
"2020-7-31","26,319.00","26,414.00","26,457.00","25,905.00","235.90K","0.39%"
"2020-7-30","26,218.00","26,454.00","26,477.00","25,881.00","214.15K","-0.84%"
"2020-7-29","26,440.00","26,295.00","26,500.00","26,187.00","138.13K","0.54%"
"2020-7-28","26,297.00","26,512.00","26,599.00","26,252.00","147.52K","-0.71%"
"2020-7-27","26,484.00","26,275.00","26,523.00","26,232.00","141.72K","0.62%"
"2020-7-24","26,322.00","26,548.00","26,615.00","26,290.00","179.33K","-0.83%"
"2020-7-23","26,543.00","26,885.00","27,057.00","26,449.00","193.08K","-1.27%"
"2020-7-22","26,884.00","26,727.00","26,928.00","26,526.00","163.00K","0.59%"
"2020-7-21","26,726.00","26,625.00","26,925.00","26,590.00","173.82K","0.35%"
"2020-7-20","26,633.00","26,541.00","26,655.00","26,330.00","168.31K","0.43%"
"2020-7-17","26,520.00","26,565.00","26,724.00","26,502.00","151.72K","-0.12%"
"2020-7-16","26,553.00","26,814.00","26,858.00","26,465.00","198.31K","-0.79%"
"2020-7-15","26,765.00","26,644.00","27,063.00","26,571.00","242.95K","1.03%"
"2020-7-14","26,491.00","25,986.00","26,575.00","25,874.00","296.50K","2.01%"
"2020-7-13","25,968.00","26,025.00","26,524.00","25,914.00","265.05K","-0.03%"
"2020-7-10","25,977.00","25,589.00","26,003.00","25,293.00","229.59K","1.59%"
"2020-7-9","25,571.00","25,995.00","26,029.00","25,397.00","239.99K","-1.53%"
"2020-7-8","25,969.00","25,770.00","25,999.00","25,661.00","209.66K","0.77%"
"2020-7-7","25,770.00","26,167.00","26,280.00","25,741.00","192.27K","-1.56%"
"2020-7-6","26,179.00","25,689.00","26,197.00","25,657.00","255.60K","2.15%"
"2020-7-3","25,627.50","25,735.50","25,877.00","25,440.50","","-0.51%"
"2020-7-2","25,759.00","25,549.00","26,088.00","25,515.00","201.49K","0.72%"
"2020-7-1","25,575.00","25,653.00","25,893.00","25,381.00","218.37K","-0.44%"
"2020-6-30","25,689.00","25,479.00","25,772.00","25,301.00","200.32K","0.75%"
"2020-6-29","25,497.00","24,777.00","25,543.00","24,743.00","225.69K","2.19%"
"2020-6-26","24,950.00","25,540.00","25,653.00","24,837.00","262.64K","-2.52%"
"2020-6-25","25,596.00","25,379.00","25,659.00","25,003.00","263.06K","0.80%"
"2020-6-24","25,393.00","25,986.00","26,134.00","25,159.00","281.37K","-2.41%"
"2020-6-23","26,020.00","25,955.00","26,294.00","25,514.00","200.22K","0.26%"
"2020-6-22","25,953.00","25,370.00","25,987.00","25,230.00","176.36K","-2.01%"
"2020-6-19","26,484.22","26,059.00","26,480.00","25,985.00","2.45K","1.77%"
"2020-6-18","26,024.00","26,141.00","26,275.00","25,743.00","33.19K","-0.48%"
"2020-6-17","26,150.00","26,249.00","26,623.00","26,049.00","60.28K","-0.65%"
"2020-6-16","26,320.00","25,834.00","26,779.00","25,789.00","141.05K","2.00%"
"2020-6-15","25,805.00","25,176.00","25,884.00","24,550.00","170.68K","1.05%"
"2020-6-12","25,536.00","25,200.00","25,952.00","25,064.00","274.20K","1.47%"
"2020-6-11","25,165.00","26,954.00","26,997.00","25,060.00","454.09K","-6.66%"
"2020-6-10","26,961.00","27,257.00","27,488.00","26,901.00","266.71K","-1.11%"
"2020-6-9","27,264.00","27,562.00","27,624.00","27,126.00","222.34K","-0.96%"
"2020-6-8","27,527.00","27,124.00","27,563.00","27,031.00","191.22K","1.68%"
"2020-6-5","27,072.00","26,283.00","27,325.00","26,212.00","295.07K","3.12%"
"2020-6-4","26,253.00","26,265.00","26,368.00","26,056.00","227.97K","0.10%"
"2020-6-3","26,228.00","25,701.00","26,328.00","25,679.00","181.75K","2.05%"
"2020-6-2","25,701.00","25,458.00","25,720.00","25,291.00","174.04K","0.93%"
"2020-6-1","25,463.00","25,231.00","25,519.00","25,089.00","175.63K","0.33%"
"2020-5-29","25,378.00","25,448.00","25,500.00","24,991.00","268.92K","-0.31%"
"2020-5-28","25,457.00","25,543.00","25,794.00","25,311.00","230.29K","-0.30%"
"2020-5-27","25,534.00","25,007.00","25,572.00","24,913.00","251.03K","2.13%"
"2020-5-26","25,002.00","24,411.00","25,127.00","24,376.00","252.11K","1.46%"
"2020-5-25","24,642.00","24,547.00","24,734.50","24,432.50","","0.40%"
"2020-5-24","24,543.50","24,442.50","24,560.00","24,393.00","","0.49%"
"2020-5-22","24,424.00","24,377.00","24,506.00","24,101.00","194.13K","0.20%"
"2020-5-21","24,376.00","24,545.00","24,660.00","24,300.00","213.84K","-0.58%"
"2020-5-20","24,519.00","24,125.00","24,583.00","24,076.00","192.90K","1.49%"
"2020-5-19","24,158.00","24,479.00","24,765.00","24,120.00","235.95K","-1.42%"
"2020-5-18","24,507.00","23,600.00","24,640.00","23,538.00","209.13K","4.21%"
"2020-5-15","23,517.00","23,526.00","23,677.00","23,241.00","272.38K","-0.07%"
"2020-5-14","23,534.00","23,232.00","23,592.00","22,704.00","328.59K","1.59%"
"2020-5-13","23,166.00","23,494.00","23,780.00","22,980.00","308.74K","-1.73%"
"2020-5-12","23,574.00","24,105.00","24,293.00","23,468.00","209.79K","-2.28%"
"2020-5-11","24,124.00","24,228.00","24,471.00","23,973.00","175.63K","-0.67%"
"2020-5-8","24,286.00","23,855.00","24,327.00","23,849.00","156.06K","1.86%"
"2020-5-7","23,843.00","23,493.00","23,999.00","23,428.00","169.83K","1.40%"
"2020-5-6","23,513.00","23,762.00","23,995.00","23,497.00","179.24K","-1.04%"
"2020-5-5","23,761.00","23,587.00","24,057.00","23,577.00","177.19K","0.81%"
"2020-5-4","23,571.00","23,364.00","23,658.00","23,208.00","157.51K","-0.20%"
"2020-5-1","23,619.00","24,052.00","24,078.00","23,530.00","169.78K","-2.52%"
"2020-4-30","24,230.00","24,676.00","24,792.00","24,072.00","204.63K","-1.37%"
"2020-4-29","24,566.00","24,036.00","24,688.00","23,971.00","178.48K","2.17%"
"2020-4-28","24,045.00","24,015.00","24,435.00","23,878.00","192.24K","0.19%"
"2020-4-27","23,999.00","23,647.00","24,100.00","23,535.00","143.53K","1.44%"
"2020-4-24","23,658.00","23,332.00","23,730.00","23,155.00","169.75K","1.38%"
"2020-4-23","23,337.00","23,375.00","23,772.00","23,231.00","211.39K","-0.08%"
"2020-4-22","23,356.00","22,976.00","23,503.00","22,815.00","179.29K","1.86%"
"2020-4-21","22,929.00","23,457.00","23,682.00","22,814.00","249.72K","-2.38%"
"2020-4-20","23,488.00","24,088.00","24,203.00","23,441.00","208.15K","-2.78%"
"2020-4-17","24,159.00","24,072.00","24,327.00","23,701.00","231.63K","3.21%"
"2020-4-16","23,407.00","23,332.00","23,767.00","23,079.00","236.01K","0.07%"
"2020-4-15","23,391.00","23,911.00","23,967.00","23,103.00","184.47K","-2.05%"
"2020-4-14","23,880.00","23,320.00","23,922.00","23,250.00","174.57K","2.45%"
"2020-4-13","23,309.00","23,839.00","23,911.00","22,968.00","159.04K","-1.55%"
"2020-4-10","23,676.00","23,676.00","23,676.00","23,676.00","","0.25%"
"2020-4-9","23,618.00","23,298.00","23,889.00","23,020.00","262.87K","1.60%"
"2020-4-8","23,246.00","22,479.00","23,394.00","22,244.00","238.33K","3.36%"
"2020-4-7","22,491.00","22,496.00","23,477.00","22,300.00","275.76K","0.01%"
"2020-4-6","22,488.00","20,944.00","22,663.00","20,944.00","222.34K","7.31%"
"2020-4-3","20,957.00","21,272.00","21,352.00","20,740.00","169.30K","-1.49%"
"2020-4-2","21,273.00","20,819.00","21,374.00","20,500.00","247.19K","2.57%"
"2020-4-1","20,740.00","21,702.00","21,702.00","20,648.00","207.28K","-4.65%"
"2020-3-31","21,751.00","22,186.00","22,386.00","21,641.00","173.68K","-1.88%"
"2020-3-30","22,167.00","20,926.00","22,239.00","20,778.00","198.02K","3.41%"
"2020-3-27","21,437.00","22,520.00","22,545.00","21,316.00","258.11K","-4.08%"
"2020-3-26","22,348.00","21,058.00","22,449.00","20,510.00","335.33K","6.29%"
"2020-3-25","21,026.00","20,679.00","21,892.00","20,279.00","334.53K","2.03%"
"2020-3-24","20,608.00","18,584.00","20,710.00","18,584.00","287.35K","11.41%"
"2020-3-23","18,497.00","18,504.00","19,804.00","18,086.00","308.16K","-8.68%"
"2020-3-20","20,255.53","19,712.00","20,999.00","19,543.00","1.96K","1.26%"
"2020-3-19","20,003.00","19,996.00","20,497.00","18,993.00","54.06K","0.11%"
"2020-3-18","19,981.00","20,791.00","20,954.00","18,904.00","87.33K","-4.70%"
"2020-3-17","20,966.00","20,381.00","21,380.00","19,872.00","121.86K","2.78%"
"2020-3-16","20,399.00","22,867.00","22,899.00","20,062.00","113.14K","-11.26%"
"2020-3-13","22,988.00","20,769.00","23,147.00","20,388.00","232.40K","9.03%"
"2020-3-12","21,085.00","23,565.00","23,851.00","20,875.00","465.61K","-10.56%"
"2020-3-11","23,575.00","24,838.00","24,890.00","23,300.00","495.35K","-5.13%"
"2020-3-10","24,849.00","23,727.00","25,020.00","23,424.00","523.50K","4.07%"
"2020-3-9","23,877.00","25,356.00","25,356.00","23,549.00","335.68K","-7.41%"
"2020-3-6","25,789.00","26,143.00","26,282.00","25,193.00","581.21K","-1.04%"
"2020-3-5","26,060.00","26,921.00","26,973.00","25,915.00","461.26K","-3.36%"
"2020-3-4","26,965.00","25,809.00","27,075.00","25,688.00","381.74K","4.19%"
"2020-3-3","25,880.00","26,562.00","27,059.00","25,679.00","607.05K","-2.22%"
"2020-3-2","26,468.00","25,196.00","26,711.00","24,851.00","637.92K","4.35%"
"2020-2-28","25,364.00","25,522.00","25,772.00","24,675.00","735.82K","-0.74%"
"2020-2-27","25,552.00","26,820.00","26,977.00","25,500.00","689.08K","-5.06%"
"2020-2-26","26,914.00","27,124.00","27,519.00","26,692.00","588.27K","-0.75%"
"2020-2-25","27,117.00","27,927.00","28,234.00","26,976.00","571.42K","-3.04%"
"2020-2-24","27,968.00","28,745.00","28,754.00","27,887.00","503.60K","-3.50%"
"2020-2-21","28,981.00","29,154.00","29,176.00","28,871.00","322.58K","-0.65%"
"2020-2-20","29,171.00","29,366.00","29,434.00","28,931.00","288.12K","-0.57%"
"2020-2-19","29,337.00","29,240.00","29,397.00","29,232.00","153.04K","0.43%"
"2020-2-18","29,211.00","29,384.00","29,476.00","29,100.00","268.67K","-0.49%"
"2020-2-17","29,356.00","29,441.00","29,475.00","29,327.50","","-0.30%"
"2020-2-16","29,445.50","29,379.50","29,463.50","29,377.50","","0.17%"
"2020-2-14","29,395.00","29,446.00","29,519.00","29,267.00","174.89K","-0.13%"
"2020-2-13","29,432.00","29,529.00","29,543.00","29,245.00","220.17K","-0.31%"
"2020-2-12","29,523.00","29,261.00","29,538.00","29,209.00","172.70K","1.01%"
"2020-2-11","29,229.00","29,237.00","29,395.00","29,162.00","198.86K","-0.05%"
"2020-2-10","29,245.00","29,021.00","29,250.00","28,850.00","198.76K","0.69%"
"2020-2-7","29,044.00","29,357.00","29,367.00","29,006.00","228.30K","-0.97%"
"2020-2-6","29,328.00","29,248.00","29,475.00","29,186.00","238.29K","0.30%"
"2020-2-5","29,241.00","28,776.00","29,275.00","28,692.00","276.32K","1.57%"
"2020-2-4","28,789.00","28,366.00","28,847.00","28,287.00","222.74K","1.51%"
"2020-2-3","28,361.00","28,159.00","28,573.00","28,136.00","269.20K","0.59%"
"2020-1-31","28,196.00","28,838.00","28,881.00","28,105.00","369.13K","-2.07%"
"2020-1-30","28,791.00","28,718.00","28,843.00","28,432.00","347.45K","0.28%"
"2020-1-29","28,710.00","28,736.00","28,888.00","28,650.00","235.91K","0.00%"
"2020-1-28","28,710.00","28,479.00","28,780.00","28,471.00","261.24K","0.80%"
"2020-1-27","28,481.00","28,720.00","28,732.00","28,405.00","363.77K","-1.56%"
"2020-1-24","28,933.00","29,129.00","29,241.00","28,796.00","301.31K","-0.67%"
"2020-1-23","29,127.00","29,112.00","29,150.00","28,924.00","232.28K","-0.04%"
"2020-1-22","29,140.00","29,177.00","29,309.00","29,093.00","192.70K","-0.13%"
"2020-1-21","29,179.00","29,280.00","29,318.00","29,108.00","238.63K","-0.34%"
"2020-1-20","29,280.00","29,307.50","29,317.50","29,230.00","","-0.09%"
"2020-1-19","29,306.00","29,272.00","29,308.50","29,263.00","","0.09%"
"2020-1-17","29,279.00","29,245.00","29,362.00","29,242.00","170.08K","0.13%"
"2020-1-16","29,240.00","29,034.00","29,263.00","29,032.00","152.87K","0.73%"
"2020-1-15","29,029.00","28,934.00","29,090.00","28,838.00","224.03K","0.33%"
"2020-1-14","28,934.00","28,874.00","29,015.00","28,737.00","232.55K","0.22%"
"2020-1-13","28,871.00","28,775.00","28,907.00","28,775.00","141.63K","0.33%"
"2020-1-10","28,777.00","28,930.00","29,022.00","28,751.00","183.36K","-0.53%"
"2020-1-9","28,929.00","28,772.00","28,953.00","28,745.00","181.59K","0.55%"
"2020-1-8","28,770.00","28,502.00","28,833.00","28,084.00","337.25K","0.86%"
"2020-1-7","28,526.00","28,636.00","28,739.00","28,446.00","198.21K","-0.40%"
"2020-1-6","28,642.00","28,494.00","28,700.00","28,351.00","218.79K","0.14%"
"2020-1-3","28,602.00","28,844.00","28,893.00","28,431.00","245.78K","-0.83%"
"2020-1-2","28,841.00","28,553.00","28,871.00","28,538.00","183.58K","0.96%"
"2020-1-1","28,568.00","28,548.00","28,590.00","28,539.00","","0.21%"
